participant_id,trial_order,trial_id,repeat_index_for_video,clip_team_id,clip_number,source,scene_sequence,camera_id,interactive_obj,clip_name,video_link,text_description,image_link,scene_image_rgb,vlm_image_link,interaction_type,pred_interaction,human_state,object_property,spatial_context,risk_factor,gt_human_bbox,gt_object_bbox,pred_human_bbox,pred_object_bbox,form_edit_url,form_published_url,vlm_inference,selected_frame_index
P003,2,hospital_1_event_10_tripod_0001_putting_down_000880_000928.mp4,1,49,108,Hunavsim,Hospital,1,tripod_0001,hospital_1_event_10_tripod_0001_putting_down_000880_000928.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAOewVqbi1dSYBgnjVpEMYSAfqbjf-Rx0OHRtTyxrfVehQ,"A person in a dark top and shorts or gray pants puts down a tripod in a bright hospital corridor with white walls, blue doors, yellow caution signs, and medical equipment along the wall.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_10_tripod_0001_putting_down_000880_000928\vlm_input_image\frame_000915.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\hospital_1_event_10_tripod_0001_putting_down_000880_000928\vlm_input_image\frame_000915.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_10_tripod_0001_putting_down_000880_000928\vlm_input_image\frame_000915.png,putting_down,lifting,strained,heavy,open_space,object_motion_risk,"[233, 107, 408, 373]","[112, 263, 402, 347]","[229, 103, 411, 373]","[105, 257, 405, 345]",,,VLM: lifting; human_state=strained; object_property=heavy; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=915; gt_interaction=putting_down,915
P003,3,warehouse_1_event_21_plasticbox_0001_carrying_001141_001250.mp4,4,44,16,Hunavsim,Warehouse,1,plasticbox_0001,warehouse_1_event_21_plasticbox_0001_carrying_001141_001250.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDBinhNVrAXTae_0Kh7Z5EYASqHmfF6fYmf614SEEP62-4,"A worker in a yellow safety vest or a light uniform carries a plastic storage box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_21_plasticbox_0001_carrying_001141_001250\vlm_input_image\frame_001188.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_1_event_21_plasticbox_0001_carrying_001141_001250\vlm_input_image\frame_001188.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_21_plasticbox_0001_carrying_001141_001250\vlm_input_image\frame_001188.png,carrying,carrying,normal,large,open_space,none,"[265, 110, 373, 370]","[350, 148, 446, 212]","[265, 109, 373, 370]","[350, 148, 446, 212]",,,VLM: carrying; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=1188; gt_interaction=carrying,1188
P003,4,gates-159-group-meeting-2019-04-03_0_image_0_holding_000009_000201_H1_O7.mp4,4,22,26,JRDB,gates-159-group-meeting-2019-04-03_0,0,controller,gates-159-group-meeting-2019-04-03_0_image_0_holding_000009_000201_H1_O7.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBsLWi9c6Q9Tr2PV9XuykHvAU6Lh77EroBdN-LXjUWO210,A bald man in a plaid shirt stands in the meeting room holding a small controller at his waist.,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\gates-159-group-meeting-2019-04-03_0_image_0_holding_000009_000201_H1_O7\vlm_input_image\frame_000020.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\gates-159-group-meeting-2019-04-03_0_image_0_holding_000009_000201_H1_O7\vlm_input_image\frame_000020.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\gates-159-group-meeting-2019-04-03_0_image_0_holding_000009_000201_H1_O7\vlm_input_image\frame_000020.jpg,holding,hold,normal,small,open_space,none,"[74, 0, 232, 446]","[135, 167, 173, 182]","[74, 0, 232, 446]","[135, 167, 173, 182]",,,VLM: hold; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=20; gt_interaction=holding,20
P003,5,office_1_event_51_monitor_0002_putting_down_002353_002391.mp4,3,60,164,Hunavsim,Office,1,monitor_0002,office_1_event_51_monitor_0002_putting_down_002353_002391.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBi6H6FYOmhRJlNh561bjW1AWtsdFjbAasq8HV4CzHwJx8,"A person in a white or gray outfit puts down a computer monitor in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_51_monitor_0002_putting_down_002353_002391\vlm_input_image\frame_002367.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_51_monitor_0002_putting_down_002353_002391\vlm_input_image\frame_002367.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_51_monitor_0002_putting_down_002353_002391\vlm_input_image\frame_002367.png,putting_down,carrying,normal,large,narrow_corridor,none,"[251, 111, 387, 371]","[369, 233, 450, 323]","[251, 107, 387, 371]","[369, 233, 450, 323]",,,VLM: carrying; human_state=normal; object_property=large; spatial_context=narrow_corridor; risk_factor=none; selected_frame=2367; gt_interaction=putting_down,2367
P003,6,warehouse_1_event_34_trashcan_0001_kick_001535_001585.mp4,4,43,20,Hunavsim,Warehouse,1,trashcan_0001,warehouse_1_event_34_trashcan_0001_kick_001535_001585.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQClPzdOcaxWTqwrO5ZRyjjAATEpexVeQrHXoTVmkUwSrRo,"A worker in a yellow safety vest or a light uniform kicks a trash can beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_34_trashcan_0001_kick_001535_001585\vlm_input_image\frame_001543.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_1_event_34_trashcan_0001_kick_001535_001585\vlm_input_image\frame_001543.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_34_trashcan_0001_kick_001535_001585\vlm_input_image\frame_001543.png,kick,kicking,normal,large,open_space,none,"[271, 110, 370, 370]","[213, 309, 258, 365]","[271, 110, 370, 370]","[213, 309, 258, 365]",,,VLM: kicking; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=1543; gt_interaction=kick,1543
P003,7,gates-foyer-2019-01-17_0_image_0_packing_001476_001584_H8_O65002.mp4,1,6,7,JRDB,gates-foyer-2019-01-17_0,0,trolley,gates-foyer-2019-01-17_0_image_0_packing_001476_001584_H8_O65002.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAlpicgtI-YS4Ks3elT4zSwATbLV71A079wuv-BD4bwL54,A dark-jacketed person at the left side of the foyer handles a trolley beside the table.,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\gates-foyer-2019-01-17_0_image_0_packing_001476_001584_H8_O65002\vlm_input_image\frame_000017.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\gates-foyer-2019-01-17_0_image_0_packing_001476_001584_H8_O65002\vlm_input_image\frame_000017.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\gates-foyer-2019-01-17_0_image_0_packing_001476_001584_H8_O65002\vlm_input_image\frame_000017.jpg,packing,hold,normal,small,open_space,object_motion_risk,"[0, 127, 129, 426]","[62, 248, 122, 371]","[0, 127, 129, 426]","[62, 248, 122, 371]",,,VLM: hold; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=17; gt_interaction=packing,17
P003,8,hospital_1_event_26_largetable_0001_lift_002425_002504.mp4,2,51,124,Hunavsim,Hospital,1,largetable_0001,hospital_1_event_26_largetable_0001_lift_002425_002504.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBq1clSvlyfTI_TQXDbu8X_Ae9-VlmIFFdZVarfGBRsGqk,"A person in gray pants near another dark-clothed person lifts a large table in a hospital hallway with windows, yellow railings, benches, and blue storage carts.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_26_largetable_0001_lift_002425_002504\vlm_input_image\frame_002459.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\hospital_1_event_26_largetable_0001_lift_002425_002504\vlm_input_image\frame_002459.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_26_largetable_0001_lift_002425_002504\vlm_input_image\frame_002459.png,lift,lifting,strained,large,narrow_corridor,object_motion_risk,"[243, 75, 398, 405]","[264, 11, 390, 121]","[243, 75, 398, 405]","[264, 11, 390, 121]",,,VLM: lifting; human_state=strained; object_property=large; spatial_context=narrow_corridor; risk_factor=object_motion_risk; selected_frame=2459; gt_interaction=lift,2459
P003,9,office_1_event_57_largetable_0002_lifting_002665_002739.mp4,5,58,172,Hunavsim,Office,1,largetable_0002,office_1_event_57_largetable_0002_lifting_002665_002739.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBihf45qiy5QqZm9stygdFiAQuMKJZ4xISOS6pu80SZo0E,"A person in a white or gray outfit lifts a large table in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_57_largetable_0002_lifting_002665_002739\vlm_input_image\frame_002715.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_57_largetable_0002_lifting_002665_002739\vlm_input_image\frame_002715.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_57_largetable_0002_lifting_002665_002739\vlm_input_image\frame_002715.png,lifting,lifting,normal,large,open_space,none,"[259, 97, 381, 383]","[161, 141, 288, 257]","[259, 97, 381, 383]","[161, 141, 288, 257]",,,VLM: lifting; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=2715; gt_interaction=lifting,2715
P003,10,hospital_1_event_16_suitcase_0001_kicking_001188_001254.mp4,4,50,115,Hunavsim,Hospital,1,suitcase_0001,hospital_1_event_16_suitcase_0001_kicking_001188_001254.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDN3Bxi8pD7RZleNQxtYp_0AVrMX0Ls1Rz86eSBKIvTcX8,"A person in dark clothing near the hospital wall kicks a suitcase in a hospital hallway with windows, yellow railings, benches, and blue storage carts.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_16_suitcase_0001_kicking_001188_001254\vlm_input_image\frame_001231.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\hospital_1_event_16_suitcase_0001_kicking_001188_001254\vlm_input_image\frame_001231.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_16_suitcase_0001_kicking_001188_001254\vlm_input_image\frame_001231.png,kicking,kicking,normal,large,narrow_corridor,object_motion_risk,"[269, 64, 371, 416]","[418, 250, 561, 423]","[269, 64, 371, 416]","[418, 250, 561, 423]",,,VLM: kicking; human_state=normal; object_property=large; spatial_context=narrow_corridor; risk_factor=object_motion_risk; selected_frame=1231; gt_interaction=kicking,1231
P004,1,hospital_1_event_18_tripod_0001_lifting_001403_001430.mp4,4,49,117,Hunavsim,Hospital,1,tripod_0001,hospital_1_event_18_tripod_0001_lifting_001403_001430.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBCtOceg10JR7rhFfpy11DyAQL_NI6cAeZniXBTM9fCCKo,"A person in dark clothing near the hospital wall lifts a tripod in a hospital hallway with windows, yellow railings, benches, and blue storage carts.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_18_tripod_0001_lifting_001403_001430\vlm_input_image\frame_001415.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\hospital_1_event_18_tripod_0001_lifting_001403_001430\vlm_input_image\frame_001415.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_18_tripod_0001_lifting_001403_001430\vlm_input_image\frame_001415.png,lifting,lifting,strained,large,open_space,object_motion_risk,"[225, 22, 414, 458]","[0, 0, 234, 310]","[225, 20, 414, 458]","[41, 0, 207, 310]",,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=1415; gt_interaction=lifting,1415
P004,2,warehouse_1_event_21_plasticbox_0001_kicking_000971_001045.mp4,3,44,14,Hunavsim,Warehouse,1,plasticbox_0001,warehouse_1_event_21_plasticbox_0001_kicking_000971_001045.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQB5NmgBRT-VRLBIC9UbOEANAbgaKDMbq-Zi9FrZOoufhp4,"A worker in a yellow safety vest or a light uniform kicks a plastic storage box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_21_plasticbox_0001_kicking_000971_001045\vlm_input_image\frame_001005.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_1_event_21_plasticbox_0001_kicking_000971_001045\vlm_input_image\frame_001005.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_21_plasticbox_0001_kicking_000971_001045\vlm_input_image\frame_001005.png,kicking,kicking,normal,large,open_space,object_motion_risk,"[278, 155, 364, 325]","[273, 297, 342, 333]","[278, 155, 364, 325]","[273, 297, 342, 333]",,,VLM: kicking; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=1005; gt_interaction=kicking,1005
P004,3,hospital_1_event_26_largetable_0001_lift_002425_002504.mp4,1,51,124,Hunavsim,Hospital,1,largetable_0001,hospital_1_event_26_largetable_0001_lift_002425_002504.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBq1clSvlyfTI_TQXDbu8X_Ae9-VlmIFFdZVarfGBRsGqk,"A person in gray pants near another dark-clothed person lifts a large table in a hospital hallway with windows, yellow railings, benches, and blue storage carts.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_26_largetable_0001_lift_002425_002504\vlm_input_image\frame_002459.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\hospital_1_event_26_largetable_0001_lift_002425_002504\vlm_input_image\frame_002459.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_26_largetable_0001_lift_002425_002504\vlm_input_image\frame_002459.png,lift,lifting,strained,large,narrow_corridor,object_motion_risk,"[243, 75, 398, 405]","[264, 11, 390, 121]","[243, 75, 398, 405]","[264, 11, 390, 121]",,,VLM: lifting; human_state=strained; object_property=large; spatial_context=narrow_corridor; risk_factor=object_motion_risk; selected_frame=2459; gt_interaction=lift,2459
P004,4,warehouse_2_event_02_woodchair_0001_carrying_000070_000169.mp4,2,47,36,Hunavsim,Warehouse,2,woodchair_0001,warehouse_2_event_02_woodchair_0001_carrying_000070_000169.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAgODmzhy4uQax87N1UlQ0GAVZcxbFj7kYg1wBT5NMT-Fc,"A person in a dark outfit or purple pants carries a wooden chair in a yellow-and-white warehouse with a forklift, blue bins, pallets, and tall metal racks.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_2_event_02_woodchair_0001_carrying_000070_000169\vlm_input_image\frame_000094.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_2_event_02_woodchair_0001_carrying_000070_000169\vlm_input_image\frame_000094.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_2_event_02_woodchair_0001_carrying_000070_000169\vlm_input_image\frame_000094.png,carrying,carrying,normal,small,open_space,none,"[264, 109, 373, 369]","[200, 171, 277, 312]","[264, 109, 373, 369]","[200, 171, 277, 312]",,,VLM: carrying; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=94; gt_interaction=carrying,94
P004,5,office_1_event_62_monitor_0005_lifting_003037_003093.mp4,5,63,174,Hunavsim,Office,1,monitor_0005,office_1_event_62_monitor_0005_lifting_003037_003093.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBc22WalonZRJRNiqTwzKhIAU4YOlr06R8Tt5wHa9OIxGg,"A person in a white or gray outfit lifts a computer monitor in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_62_monitor_0005_lifting_003037_003093\vlm_input_image\frame_003068.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_62_monitor_0005_lifting_003037_003093\vlm_input_image\frame_003068.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_62_monitor_0005_lifting_003037_003093\vlm_input_image\frame_003068.png,lifting,carrying,normal,large,open_space,none,"[206, 8, 434, 471]","[209, 101, 413, 240]","[206, 10, 431, 467]","[209, 97, 413, 237]",,,VLM: carrying; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=3068; gt_interaction=lifting,3068
P004,6,jordan-hall-2019-04-22_0_image_0_holding_000027_000105_H21_O2.mp4,5,27,31,JRDB,jordan-hall-2019-04-22_0,0,skateboard/segway/hoverboard,jordan-hall-2019-04-22_0_image_0_holding_000027_000105_H21_O2.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBOOHnsw-taTaUQUPV5cxS3AQG-igoCigU2YmpnqJrqFPA,A dark-clothed person near hallway doors holds a skateboard or segway-like object by their side.,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\jordan-hall-2019-04-22_0_image_0_holding_000027_000105_H21_O2\vlm_input_image\frame_000016.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\jordan-hall-2019-04-22_0_image_0_holding_000027_000105_H21_O2\vlm_input_image\frame_000016.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\jordan-hall-2019-04-22_0_image_0_holding_000027_000105_H21_O2\vlm_input_image\frame_000016.jpg,holding,hold,normal,large,open_space,none,"[388, 82, 461, 358]","[367, 147, 502, 275]","[388, 82, 461, 358]","[367, 147, 502, 275]",,,VLM: hold; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=16; gt_interaction=holding,16
P004,7,office_1_event_05_largebox_0001_kicking_000450_000550.mp4,1,55,134,Hunavsim,Office,1,largebox_0001,office_1_event_05_largebox_0001_kicking_000450_000550.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQCcqlVwNC8RR6W9fOBMUNsVAQ3uyw7Nb-7vcTroWV-Ue1I,"A person in a light shirt and dark pants kicks a large cardboard box in an office lobby with a long table, monitors, large windows, potted plants, and patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_05_largebox_0001_kicking_000450_000550\vlm_input_image\frame_000467.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_05_largebox_0001_kicking_000450_000550\vlm_input_image\frame_000467.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_05_largebox_0001_kicking_000450_000550\vlm_input_image\frame_000467.png,kicking,kicking,normal,large,open_space,none,"[283, 111, 360, 371]","[360, 318, 429, 379]","[283, 109, 360, 371]","[357, 313, 429, 381]",,,VLM: kicking; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=467; gt_interaction=kicking,467
P004,8,warehouse_1_event_48_smallbox_0001_putting_down_002409_002455.mp4,2,42,29,Hunavsim,Warehouse,1,smallbox_0001,warehouse_1_event_48_smallbox_0001_putting_down_002409_002455.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAgFgMOXhf5SaeKLrRp2uQbAeTXFWbbYBShI4sTZKauIbE,"A person in a white or light gray outfit puts down a small box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_48_smallbox_0001_putting_down_002409_002455\vlm_input_image\frame_002446.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_1_event_48_smallbox_0001_putting_down_002409_002455\vlm_input_image\frame_002446.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_48_smallbox_0001_putting_down_002409_002455\vlm_input_image\frame_002446.png,putting_down,lifting,strained,small,crowded,object_motion_risk,"[220, 88, 419, 392]","[242, 308, 351, 357]","[220, 88, 419, 392]","[242, 308, 351, 357]",,,VLM: lifting; human_state=strained; object_property=small; spatial_context=crowded; risk_factor=object_motion_risk; selected_frame=2446; gt_interaction=putting_down,2446
